0.0169439	5.04
0.0167685	6.32
0.0185248	5.20
0.0177865	6.89
0.0184526	18.68
0.0194403	4.05
0.0171441	3.64
0.0179472	4.96
0.017742	4.94
0.0167565	3.59
0.0190302	3.63
0.018739	4.80
0.0176144	4.82
0.0186629	12.29
0.0306741	3.79
0.0166991	3.40
0.01732	4.51
0.0177554	4.82
0.0177754	3.59
0.017329	3.63
0.0183256	4.69
0.0175666	4.82
0.0185855	12.13
0.0176412	2.84
0.0184961	2.93
0.0175403	2.94
0.0174651	4.76
0.0192951	3.93
0.0179488	6.66
0.0181878	3.07
0.0178438	4.93
0.0179018	4.08
0.0178842	6.71
0.0182993	21.23
0.0165012	3.46
0.0176225	3.71
0.0169649	4.80
0.018651	5.02
0.0183206	11.91
0.00907787	1.20
0.00883195	1.28
0.00900845	1.22
0.00933396	1.38
0.00951942	1.26
0.00981689	1.26
0.00978876	1.44
0.00971497	1.57
0.0103382	15.61
0.00950219	1.31
0.0095729	1.41
0.00904042	1.31
0.00964588	1.43
0.00915344	1.23
0.00996672	1.47
0.00939458	1.32
0.00960049	1.45
0.0106632	21.41
0.00990566	1.32
0.0090497	1.25
0.00913711	1.25
0.00887537	1.26
0.0098917	1.39
0.00958655	1.23
0.00932274	1.42
0.00960281	1.36
0.00908551	1.25
0.00873228	1.19
0.00903543	1.38
0.00943307	1.25
0.00958128	1.47
0.0103817	1.45
0.0105148	8.99
0.00913013	1.29
0.00979032	1.23
0.00930402	1.25
0.00933949	1.38
0.0097748	1.25
0.00904806	1.36
0.00937126	1.37
0.00895788	1.38
0.0103423	1.28
0.010245	1.30
0.0103327	1.43
0.0095389	1.31
0.00948155	1.44
0.00952572	1.44
0.0114167	33.55
0.00954265	1.24
0.00950289	1.34
0.00935322	1.22
0.00998669	1.24
0.00982424	1.48
0.00987304	1.34
0.00955688	1.40
0.00935143	1.45
0.0090882	1.26
0.00938929	1.44
0.00994656	1.27
0.010244	1.36
0.0104043	1.48
0.0102034	1.29
0.0103622	1.51
0.00909521	1.42
0.0113349	12.79
0.00949402	1.20
0.00951723	1.27
0.00908835	1.34
0.00961919	1.28
0.00882847	1.30
0.00992342	1.40
0.0096622	1.22
0.00937158	1.28
0.01009	1.39
0.00948186	1.26
0.0099992	1.45
0.00974151	1.41
0.0116262	8.72
0.00897139	1.22
0.00965543	1.30
0.00963587	1.20
0.00949319	1.19
0.00978415	1.37
0.00944952	1.33
0.00890509	1.21
0.00957268	1.37
0.0101633	1.28
0.00970977	1.40
0.00951531	1.31
0.00993796	1.26
0.0101293	1.45
0.00989151	1.28
0.00984885	1.47
0.00997148	1.49
0.0104726	9.39
0.00914591	1.21
0.00985879	1.33
0.00964222	1.22
0.0091602	1.23
0.00941648	1.42
0.00990405	1.23
0.00966551	1.40
0.00962589	1.45
0.0109103	10.27
0.00940319	1.17
0.00976521	1.25
0.00991537	1.32
0.00934966	1.40
0.0146099	1.44
0.009408	1.40
0.0097812	1.32
0.00999356	1.28
0.0103162	1.42
0.00940813	1.28
0.00982893	1.39
0.00914315	1.48
0.0116579	8.61
0.00931208	1.22
0.00907485	1.23
0.0100132	1.37
0.00911103	1.37
0.00932719	1.25
0.0096462	1.39
0.0102611	1.27
0.00970788	1.25
0.00963493	1.42
0.00915327	1.26
0.00971219	1.47
0.0102524	1.44
0.0119173	9.08
0.00148233	0.37
0.00140085	0.37
0.00144805	0.43
0.00144129	0.38
0.00149802	0.40
0.00144958	0.40
0.00154085	0.40
0.00159544	0.40
0.00143768	0.37
0.00146027	0.42
0.00149901	0.42
0.00147639	0.36
0.001519	0.40
0.00155442	0.38
0.00160416	0.44
0.00165201	0.44
0.00157673	0.45
0.00172047	0.46
0.00152861	0.45
0.00155957	0.47
0.00190398	0.72
0.0014277	0.37
0.00143377	0.37
0.00150578	0.40
0.00145955	0.40
0.00147833	0.38
0.00138291	0.37
0.0015301	0.39
0.00150153	0.41
0.00187558	0.77
0.00133111	0.35
0.00133798	0.36
0.00143616	0.35
0.00137581	0.35
0.00150064	0.43
0.00140274	0.37
0.00140214	0.37
0.00137099	0.37
0.00148673	0.36
0.00142326	0.39
0.00142337	0.35
0.00143621	0.40
0.00154795	0.50
0.00135596	0.40
0.00140754	0.38
0.00145879	0.37
0.00140621	0.37
0.00153542	0.41
0.00161814	0.41
0.0014622	0.38
0.00151073	0.39
0.0016111	0.45
0.00134206	0.40
0.00158795	0.40
0.00158416	0.40
0.00151999	0.38
0.00160056	0.37
0.00143702	0.37
0.00151262	0.41
0.00173642	0.40
0.00160925	0.41
0.00165361	0.41
0.00147517	0.38
0.0013997	0.38
0.00149728	0.41
0.00176531	0.41
0.00152196	0.39
0.00154934	0.37
0.00171151	0.42
0.00156582	0.42
0.00179392	0.43
0.00168336	0.43
0.00157277	0.49
0.00164448	0.45
0.00175079	0.44
0.00161388	0.44
0.0016488	0.50
0.00180685	0.50
0.00196179	0.72
0.00139956	0.38
0.00139747	0.37
0.00142797	0.37
0.00148658	0.38
0.00156666	0.40
0.00153085	0.41
0.00150064	0.42
0.00150614	0.40
0.00153811	0.37
0.00143494	0.37
0.00141813	0.38
0.00156508	0.38
0.0013828	0.39
0.00148999	0.40
0.001591	0.40
0.00108023	0.35
0.00133155	0.56
