1.67108	199.42
1.6386	203.86
1.59061	203.69
1.70826	207.48
1.69865	199.89
1.7232	202.23
1.71354	203.88
1.80344	200.10
1.71481	206.93
1.74424	205.01
1.65614	196.74
1.7456	215.65
1.6471	217.40
1.66876	213.87
1.64098	209.87
1.4181	206.10
1.87827	199.15
1.96556	198.16
1.85717	206.09
1.48681	206.28
1.6001	201.15
1.84467	207.71
1.60978	202.93
1.86469	183.36
1.82188	182.62
1.77162	199.99
1.70513	200.23
1.87316	201.86
1.69981	202.37
1.74309	211.36
1.61516	209.04
1.7987	210.94
1.82944	198.08
1.96104	202.10
1.53222	190.83
1.766	200.08
1.89005	196.77
1.80754	200.50
1.79936	196.46
0.390728	8.35
0.38549	10.68
0.377681	8.82
0.329456	9.91
0.404697	9.00
0.389863	9.73
0.391435	11.24
0.395977	11.30
0.619639	15.25
0.376695	7.95
0.409212	10.00
0.353753	8.63
0.398321	10.91
0.400732	9.02
0.370549	10.64
0.396908	9.79
0.39336	11.73
0.573211	16.02
0.383693	10.13
0.36865	8.53
0.391922	8.30
0.391278	10.34
0.408314	11.07
0.373263	9.13
0.390329	10.89
0.411385	10.46
0.390537	9.35
0.385082	9.90
0.386356	11.17
0.382821	10.59
0.392166	10.79
0.395346	11.88
0.557702	15.93
0.405667	10.57
0.378554	8.33
0.323821	7.91
0.367468	10.19
0.36341	9.42
0.384443	11.31
0.383598	11.47
0.367057	11.30
0.343529	9.16
0.377744	10.20
0.389835	11.15
0.34281	10.80
0.380273	12.73
0.377963	12.56
0.55541	16.11
0.354263	8.69
0.381306	10.21
0.378216	8.86
0.374766	9.29
0.379835	10.23
0.401673	9.65
0.395725	11.28
0.401538	11.42
0.386881	9.82
0.406454	11.73
0.381026	10.16
0.38225	10.02
0.389432	11.63
0.401079	10.39
0.412972	12.53
0.360843	13.29
0.556956	15.65
0.327202	7.18
0.320382	7.50
0.363124	10.12
0.367704	9.20
0.324471	10.66
0.365538	11.02
0.381143	8.71
0.385655	9.60
0.339418	10.95
0.385888	10.28
0.388607	11.94
0.379593	12.01
0.559701	15.51
0.366601	8.90
0.363571	10.26
0.363098	8.32
0.371522	8.06
0.375675	9.61
0.322626	9.73
0.371281	9.43
0.381486	10.63
0.393701	9.16
0.350928	10.62
0.394543	9.51
0.324915	8.75
0.392839	10.77
0.365198	10.95
0.37588	12.59
0.387087	12.37
0.562667	15.75
0.358646	9.45
0.382968	10.84
0.367829	9.35
0.367375	9.63
0.376257	9.70
0.385045	8.82
0.399291	12.05
0.332859	10.67
0.481323	14.22
0.351792	8.79
0.335025	9.11
0.369599	10.53
0.370445	10.60
0.365569	9.04
0.373573	11.02
0.377501	9.58
0.377384	9.78
0.369597	11.05
0.373018	10.27
0.377153	12.09
0.371011	11.91
0.554325	15.87
0.366442	7.91
0.357618	8.70
0.371002	10.23
0.36256	11.24
0.354342	9.19
0.381785	10.74
0.382723	9.27
0.388734	9.50
0.38852	11.01
0.385935	10.14
0.392018	11.90
0.388521	11.86
0.56536	15.20
0.0580608	0.72
0.0611132	0.88
0.0652598	1.07
0.0596654	0.95
0.0653501	0.90
0.0637333	0.93
0.0636036	1.19
0.0660058	1.08
0.0623495	0.80
0.0639186	0.96
0.0629398	1.13
0.0640153	1.06
0.0642785	0.94
0.063698	0.99
0.0624127	1.18
0.0669201	1.08
0.0641107	0.98
0.0663603	1.04
0.0693864	1.30
0.0672667	1.16
0.07808	1.74
0.0645352	0.96
0.0639101	1.04
0.0666352	1.20
0.0948002	1.21
0.0632051	1.14
0.0648954	1.21
0.066491	1.34
0.0623764	1.32
0.0753027	1.91
0.0632013	0.83
0.062949	0.98
0.0612028	1.00
0.057013	0.92
0.0638492	0.79
0.0626117	0.89
0.0664843	1.05
0.0661164	0.98
0.0621719	0.80
0.0640494	0.84
0.0601192	1.18
0.0641851	1.06
0.0617325	0.81
0.066576	0.87
0.0622521	1.06
0.0639011	0.96
0.0668199	0.83
0.0600761	0.83
0.0656921	1.18
0.0665548	1.08
0.0685145	0.88
0.0674094	0.96
0.0661223	1.16
0.0675014	1.02
0.0651767	0.81
0.0659707	0.85
0.0628812	1.12
0.0619497	0.99
0.0673111	0.96
0.0668695	0.95
0.0702148	1.09
0.0699529	1.07
0.0681224	1.08
0.062963	0.96
0.068039	1.21
0.0630811	1.05
0.0634673	1.19
0.0663227	1.09
0.07113	1.16
0.0672765	1.09
0.0632917	1.12
0.0706642	1.12
0.0719419	1.25
0.0680899	1.13
0.0706605	1.25
0.0681799	1.18
0.0687849	1.13
0.0699303	1.14
0.0801556	1.82
0.0662281	0.78
0.0598991	0.78
0.0641129	1.12
0.0591977	1.00
0.0606811	0.82
0.058624	0.89
0.0622678	1.19
0.0652136	1.22
0.0593038	0.81
0.0637815	0.87
0.0641215	1.12
0.0628484	0.93
0.0651076	0.95
0.0582698	0.85
0.0630548	0.96
0.0585477	0.80
0.0762061	1.23
